,text,location,id,giai_tri,luu_tru,nha_hang,an_uong,van_chuyen,mua_sam
4436,Chỉ 20k/1 phần. Món ăn lạ miệng. Lần đầu tiên đi ăn món này thật sự cảm thấy rất ngon. Thịt nướng thơm dậy mùi. Bánh mì nóng giòn. Quán mở cửa lúc 2h30 chiều cho đến tối. Không gian rộng rãi. Chị chủ quán cũng rất dễ thương.,4_all-topic.txt,4473,0,0,0,0,0,0
4437,"Bạn mình đi cắt tóc tiệm này nên mình đi theo chơi, chưa thấy tiệm tóc nam nào mà chất như tiệm ni á, không gian decor khá chất luôn, nhìn ngầu lắm, mấy bạn thợ cắt tóc cũng vậy quy trình ben này 100k có căt, tạo kiểu, vuốt gel, .. cũng nhiều bước không gian to rộng bên đường hải phòng tới đây ngòi làm chờ lâu có thể làm vài kèo bia nữa nha",4_all-topic.txt,4474,0,0,0,0,0,0
4438,"Nhiều món, nhiều lựa chọn thích hợp các bạn trẻ thích sôi động. Không có điểm nổi bật",4_all-topic.txt,4475,0,0,0,0,0,0
4439,"Khách sạn hơi xa trung tâm nhưng dịch vụ khách hàng rất tốt, nhân viên thân thiện và chuyên nghiệp. Đặc biệt đặc sản ẩm thực Tây Bắc rất ngon.",4_all-topic.txt,4476,0,0,0,0,0,0
4440,"Thì ra bây giờ mới thấy được anh chủ vệ sinh có bài foody. Mình nghĩ các bạn nên thử dịch vụ tại đây. Khá tốt, chu đáo nói chung riêng mình thì hài lòng",4_all-topic.txt,4477,0,0,0,0,0,0
4441,"Một khu chợ được xây dựng khá lâu rồi, vốn được du khách biết đến khi lên Đà Lạt chơi. Đến đây có rất nhiều loại hàng hoá, hoa quả , bánh mứt, trà, cà phê đặc trưng của Đà Lạt, giá cả hợp lý, phục vụ tốt.",4_all-topic.txt,4478,0,0,0,0,0,0
4442,Mình và mấy đứa bạn có đi quán vài lần. Nhìn chung quán trang trí khá ổn. Order có thức uống rất nhanh. Không gian quán khá yên lặng. Mấy bạn mình đều nói trà khó uống nhưng mình thấy rất ngon. Không ngọt và béo như mấy quán khác. Tuy nhiên giá cả thì khá là mắc so với mình. Tóm lại là quán TỐT,4_all-topic.txt,4479,0,0,0,0,0,0
4443,"Tiệm rất dễ thương, nhân viên rất nhiệt tình. Đồ giặt sạch, có được tuỳ chọn nước xả theo ý thích với tiệm cũng có nhìu dịch vụ làm sạch đồ. có bảng giá rõ ràng tóm lại là tốt",4_all-topic.txt,4480,0,0,0,0,0,0
4444,"Váy cưới bên này phải nói là siêu thích ý. Nhiều kiểu mới và đẹp lắm. Trang điểm bên này cũng nhiệt tình, có tâm, làm đến khi nào đẹp lồng lộn mới thôi Chị chủ thì dễ thương lắm. Thử quá trời váy mà c vẫn hỗ trợ nhiệt tình. Nói chung là sẽ giới thiệu với nhiều người D",4_all-topic.txt,4481,0,0,0,0,0,0
4445,"Mình ăn pizza thấy khá ổn. Gọi pizza cỡ S là vừa vặn cho 2 người. Spaghetti thì thực sự tệ, nhạt ít hương vị, dễ ngấy. Trình bày cẩu thả. Đĩa của vợ mình còn bẩn lem nhem mà nhà bếp kịp lau sạch. Có lẽ mình chỉ đến mua pizza mang về. K tới ăn lần nữa.",4_all-topic.txt,4482,0,0,0,0,0,0
4446,Hem bít giờ hai làn của bowling làm xong chưa ? Trc có quen 1 ng bạn ng Sing trong này. Ông ý tên Lex mà giờ mún cũng không gặp lại được nữa,4_all-topic.txt,4483,0,0,0,0,0,0
4447,TỆ!!!! TỆ!!!!!!! Gia đình mình tới ăn tối 30/4 lúc 7 0 mà đồ ăn hết sạch. Ko châm thêm đồ ăn cho khách. Tôm thì thịt bở đông lạnh. Nhỏ xíu. Nướng mà như hấp không mùi vị gì. Nước tôm chảy lỏng bỏng. Cua thì chỉ hấp thôi. Thịt cua ok mà nhỏ chả gì đặc biệt hêt. Giá 700/ng mà đi ăn về cái bụng đói meo. Ko bao giờ giới thiệu hay quay lại đây!!!,4_all-topic.txt,4484,0,0,0,0,0,0
4448,"Thật sự thì cách bài trí cũng như thức ăn , uống ở đây không bằng lotte. Lotte ở ngay kế bên ăn ngon hơn, quán lotte cũng đông khách hơn.",4_all-topic.txt,4485,0,0,0,0,0,0
4449,"Vẫn thích mấy cửa hàng 24h thế này. Nhân viên nhanh nhẹn. Hàng hoá đa dạng, chỉ yếu là đồ ăn. Giá cao hơn bên ngoài nhưng được ngồi dddieeuf hoà được tụ taa gì pchesm gió thì khá ổn. Thích hơn căng tin ở trg.",4_all-topic.txt,4486,0,0,0,0,0,0
4450,"BBQ buffet trên tầng 22, không gian mở thoáng và đẹp. Món ăn đa dạng và tươi ngon, nhân viên thì rất chuyên nghiệp và phục vụ chu đáo. Mình sẽ tiếp tục ghé để thưởng thức BBQ ở đây",4_all-topic.txt,4487,0,0,0,0,0,0
4451,"Mới ăn phở trâu tươi ở quán xong, 30k 1 bát khá nhiều, thịt trâu tươi đầy ắp. Quá ngon so với quy định. Nghe nói ông chủ quán là hậu duệ đời thứ 4 nghề phở gia truyền Nam Định. Sẽ ghé lại quán 1 ngày gần nhất",4_all-topic.txt,4488,0,0,0,0,0,0
4452,"Phục vụ rất tốt, nhân viên lịch sự. Món ăn ngon! trang trí cũng đẹp, chương trình biểu diễn hay. Nói chung là rất tốt. Tôi sẽ giới thiệu bạn đi ăn!",4_all-topic.txt,4489,0,0,0,0,0,0
4453,"Ai đi một lần cho biết danh lam thắng cảnh đà nẵng nhé. Sẵn đó chạy vào Hội An luôn. Vào gửi xe 5000 một chiếc, đi mua vé vào khu du lịch. Xong rồi đi qua các cửa, rồi lên trên các ngọn núi để ngắm cảnh thành phố thơ mộng. Bạn sẽ được thấy sự hài hoà của biển bao quanh thành phố, sóng đánh dập dờn tuyệt vời. Thêm các khu resorts quanh đó cho một vẻ đẹp tráng lệ cho bãi biển. Chúc các bạn đi vui vẻ trong hành trình nhé!",4_all-topic.txt,4490,0,0,0,0,0,0
4454,"Cực kì ấn tượng với cách phục vụ của quán y có thể vị trí của quán không quá đẹp nhưng phải noí là không gian bên trong quá tuyệt vời, cộng với Menu phong phú, ở Nam Định thích Cafe Haru nhất rồi.",4_all-topic.txt,4491,0,0,0,0,0,0
4455,"Ốc không ngon, ốc sư tử nướng cháy, ốc móng tay xào quá tay bị dai, đã đọc review nên tìm đến thử nhưg không ngon như review. GIÁ TRÊN FOODY GHI SẴN NHƯNG VẪN CHẶT CHÉM, ốc hương 150k tính 200, ốc sư tử 60 tính 90,ốc móng tay 70 tính 130. Nói chung so với chất lượng thì quá đắt, sẽ không quay lại!",4_all-topic.txt,4492,0,0,0,0,0,0
4456,"Gia đình bác vào chơi đặt phòng tại đây nên có dịp được mời vào ăn . Không gian quá đẹp, rộng kinh khủng, di chuyển bằng xe mới tới được khu phòng ở . Không gian trang trí hiện đại, sang trọng, mọi thứ sáng bóng, nhìn mát mắt. Buffet thì đủ loại, rất nhiều món lạ, có nhiều món còn nóng ăn rất ngon. Có cả kem để tráng miệng nữa, thích nhất cái này, . Đi buổi tối nên không chụp không gian được, phía ngoài có khu nướng hải sản nhìn rất đã .",4_all-topic.txt,4493,0,0,0,0,0,0
4457,"Nghe tên trà tắc thấy là lạ, một thức uống mới tại Đà Nẵng, lần đầu ghé uống thấy ly mình tưởng nước cam hay chanh, khi uống thì vị khác khác, giống như kết hợp giữa trà, chanh và cam Khi nào mà thật là khác, uống 1 ly là tuyệt vời",4_all-topic.txt,4494,0,0,0,0,0,0
4458,"Bánh kem ở đây được ưa chuộng cũng khá lâu rồi. Vì thế mà giá dần cũng cao hơn chút. Nhưng bánh vẫn ngon, được trang trí đẹp và theo yêu cầu, đủ cỡ và kiểu dáng khác nhau. Ngoài bánh kem còn có các loại bánh khác nữa cũng rất ngon.",4_all-topic.txt,4495,0,0,0,0,0,0
4459,"Đã từng đến đây một lần và nó khá ổn, nằm ở tầng trệt của siêu thị tìm đến cũng khá dễ dàng khá phu hợp với độ tuổi thanh thiếu niên thích ăn những món ăn vặt, Nhân và nên phục vụ rất chu đáo Phải gọi là tuyệt vời ai đến bigc nên vào đây",4_all-topic.txt,4496,0,0,0,0,0,0
4460,"Bổ sung bảng giá các dịch vụ của khách sạn, menu nhà hàng tự chọn theo suất, để cho phần review thêm rực rỡ và chi tiết. Hôm nhà mình đi chủ yếu ăn ở ngoài để thưởng thức đặc sản Vinh nên không chọn ăn ở nhà hàng của khách sạn. Nhưng nghía qua thấy menu cũng nhiều món hấp dẫn ra phết. Giá dịch vụ cũng không quá cao. Sự lựa chọn hoàn hảo cho những lần tiếp theo đến đây du lịch.",4_all-topic.txt,4497,0,0,0,0,0,0
4461,"Maxxxxxx thích chỗ này, AEON Mall chỉ có ở đây là thoải mái nhất, mình vốn yêu sách nên chỗ này là tuyệt nhất, có bán LightNovel khá nhiều, và cả những quyển khác nữa, manga cũng nhiều nữa, còn có chỗ đọc sách, mê lắm!!",4_all-topic.txt,4498,0,0,0,0,0,0
4462,"Cửa hàng giặt sấy tự động tại Nha Trang Laundromat TTV Giặt quần áo với giá 25000 đ/1 lượt 7 kg, sấy quần áo với giá 35000 đ/1 lượt 7 kg, trọn gói 60000 đ, tương đương 8 500 đ /1 không quần áo, giá giặt sấy chăn, màn, rèm 20 000 đ/1kg, giặt riêng sấy riêng nhanh rẻ sạch bạn chỉ cần gọi 0913050142 chúng tôi sẽ đến nhận và giao tận nơi",4_all-topic.txt,4499,0,0,0,0,0,0
4463,Nem nướng chấm sốt đậu phọng Phần 3 cây nem căt làm đôi 30k/phần thì phải Ăn thử cho biết vì cũng không khác biệt với nhiều chỗ khác mấy,4_all-topic.txt,4500,0,0,0,0,0,0
4464,"Lần đầu tiên biết được thế nào là nhân viên quán không có bổn phận phục vụ khách. Sau khi chửi khách xong lại quay ra ngồi nói chuyện với 1 bà cô khác và kêu người khách đáng tuổi cha chú mình bằng nó, giọng thì khó chịu, kênh kiệu. Nếu chủ quán mướn nhân viên mà không thể phục vụ khách thì đừng mở quán và cũng đừng đón khách, chứ làm ăn kiểu vậy thấy vô văn hoá quá.",4_all-topic.txt,4501,0,0,0,0,0,0
4465,"Siêu thị này nằm gần gas Đà Nẵng, ban giá rẻ mà lại còn tư vấn nhiệt tinh nữa. Đi đúng 1 vòng siêu thị và có 1 bịch quà to. Hehe. Rất đáng để đến",4_all-topic.txt,4502,0,0,0,0,0,0
4466,"Nhân viên tư vấn nhiệt tình, chân thành đưa ra những gói bàn ăn hợp lý với nhu cầu của khách. Ấn tượng tuyệt đối với nữ nhân viên sale ở đây bởi sự phục vụ rất chuyên nghiệp và đầy chuẩn mực. Về phong cách thiết kế mang hơi hướng hiện đại, sang trọng và tinh tế. Món ăn được chuẩn bị cầu kỳ, điêu khắc tỉ mỉ bởi những nghệ nhân đầy tâm huyết. Điểm 9.5 cho chất lượng.",4_all-topic.txt,4503,0,0,0,0,0,0
4467,"Quán càe karaoke mới mở nhưng hát rât hay,âm thanh nghe rất đã.Mình hát dở vô đó cũng thành hát hay á.Nước uống đồng giá 30 ngàn,cô chủ quán kiêm luôn Mc rất là dễ thương luôn.Quán trang trí theo phong cách bar nhẹ nên có một không gian ấm cùng,ngồi đây được lắng nghe giọng hát của mọi người cũng cảm thấy vui rồi",4_all-topic.txt,4504,0,0,0,0,0,0
4468,"120k cho 2 dĩa cơm cơm sườn/ com gà quay 2 ly trà đá có cảm giác là quán nhìn mặt tính tiền thấy khách lạ nên chém vì thấy xung quanh khách bình dân ăn khá nhiều. chất lượng ổn, phụ vụ ổn, giá quá tệ",4_all-topic.txt,4505,0,0,0,0,0,0
4469,"Vì mình chỉ book để nghỉ ngơi rồi bay luôn không có nhìu thời gian dạo xung quanh k.s tuy nhiên phòng mình book khá ổn, thiết kế sang trọng phù hợp với bussiness, giá hơi cao một phần dv tốt, chất lượng phòng tốt thoả mãn cho số tiền bỏ ra.",4_all-topic.txt,4506,0,0,0,0,0,0
4470,Giá ổn. Đồ ăn cũng ổn. Thích không gian quán rộng và view đẹp. Nhân viên nhiệt tình.,4_all-topic.txt,4507,0,0,0,0,0,0
4471,Mất hết 1 núi rồi. Mình ra đây năm nay mất hết 1 núi phụ rồi chỉ còn 1 tử thôi. Mình thấy rất thích nơi này lắm với phong cảnh đẹp cộng với rất tự nhiên và tâm linh,4_all-topic.txt,4508,0,0,0,0,0,0
4472,"Phòng khám sạch sẽ, chuyên nghiệp, có phòng dành riêng cho trẻ con. Các bác sĩ nhẹ nhàng và tận tâm. Thật yên tâm khi cả nhà mình đều khám ở đây.",4_all-topic.txt,4509,0,0,0,0,0,0
4473,"Có dịp đi Nha Trang chơi, nghe bạn nói là bánh ướt ở đây ngon lạ, nên ghé ăn thử. Không giống bánh ướt mình hay ăn ở SG nha, bánh được tráng mỏng để trên dĩa, ăn thì lấy chả bỏ vào làm nhân, thêm xoài, rau thơm vô cuốn rồi chấm nước mắm pha, ngon lắm, mà hơi tốn dĩa ăn nhiều chồng dĩa cao ngất cũng ngại lắm. 2k 1 dĩa nha, còn thêm chả thì 3k ăn mấy dĩa thì nhân lên.",4_all-topic.txt,4510,0,0,0,0,0,0
4474,"HỌ ĐÃ GIAN DỐI TRONG KINH DOANH, VÌ LỢI NHUẬN HỌ ĐÃ BẤT CHẤP THỦ ĐOẠN NÀO THÌ GIẶT BẰNG OMO MATIC BỀN MÀU, XẢ BẰNG DOWNY ... NHƯNG THỰC TẾ ĐÃ KO PHẢI NHƯ VẬY. NOW LÀ ĐƠN VỊ QUẢN LÝ NHỮNG CHUỖI CỬA HÀNG TRÊN . ĐỂ ĐẢM BẢO CHO NGƯỜI SỬ DỤNG DỊCH VỤ THÌ CẦN CÓ CHẾ TÀI HAY KO ? P/S HÌNH ẢNH VỚI VIDEO LÀ THỰC TẾ ĐÃ NÓI LÊN SỰ GIAN DỐI KHUẤT TÂT CỦA GIẶT SẤY XANH ...!",4_all-topic.txt,4511,0,0,0,0,0,0
4475,"Quán chỉ còn 2 món vào thời điểm đầu giờ chiều mình order 1. TSTC ngọt so với mức đường 50 , tc cứng như được để tủ lạnh lâu 2. STTCDD không có mùi vị gì đặc biệt, không có vị béo của sữa, tc cứng Hi vọng quán có thể cải thiện chất lượng, ít nhất là topping khá cơ bản, tc đen",4_all-topic.txt,4512,0,0,0,0,0,0
4476,"Dạo này mọc lên nhiều cửa hàng tiện lợi thật, mỗi cửa hàng lại có một đặc điểm khác nhau. như quán này nằm ở Nguyễn Đức Cảnh, cung đường yên tĩnh, có chỗ ngồi ăn tại quán, wifi full 5 cọc căng đét tha hồ xem phim. có đủ loại mì hộp, ăn kèm với kim chi nữa là hết sẩy.",4_all-topic.txt,4513,0,0,0,0,0,0
4477,"Thức uống đa dạng, quán nằm ngay trung tâm thành phố, lớn và dễ tìm",4_all-topic.txt,4514,0,0,0,0,0,0
4478,"Mình không có cảm tình với chỗ này lắm dù không gian trang trí được, có nhiều chương trình hoạt náo hơn Lotteria hay KFC,... Thức ăn giá ngang với các chỗ khác nhưng chất lượng không bằng. Kem cũng tệ hơn nhiều nữa.",4_all-topic.txt,4515,0,0,0,0,0,0
4479,"Be nhà mình bị tiêm vaccin nhằm và sai lich,bé nhà mình 12thang mà y tá đã tiêm thuốc giành cho trẻ ít nhất 18 24 tháng mới được tiêm và cũng sốc thuốc nằm vien,vậy mà bên trung tâm chẳng có trách nhiệm gì mà còn nói là cháu bị tiêm trước không sao đau. Vì thuốc đó trước sau gì cũng tiêm,đúng là làm việc vô trách nhiệm,vo lương tâm,là một bác sĩ sao không có lương tam vậy chứ",4_all-topic.txt,4516,0,0,0,0,0,0
4480,"Về miền Tây nhất định phải thử qua lẩu mắm, nhà hàng này chế biến lẩu mắm khá ngon, không gian lại rất mát mẻ. Lẩu mắm ăn cùng rất nhiều loại rau, có bông điên điển đặc trưng của mùa nước nổi nữa. Ngoài lẩu mắm còn có cá lóc nướng trui cuốn bánh tráng. Bánh tráng cũng rất ngon, mịn dẻo cuốn chặt mà không rách, cá nướng chín thơm phức, ngọt thịt, ăn thích lắm.",4_all-topic.txt,4517,0,0,0,0,0,0
4481,"Order về ăn nhìn không được hấp dẫn cho lắm, sốt cũng không nhiều, lúc mình nhận hộp bé xíu từ a shipper cũng hơi bất ngờ vì 62k lận ạ nói chung chất lượng cũng ổn nhưng không đặc biệt ngon.",4_all-topic.txt,4518,0,0,0,0,0,0
4482,"Buffe ăn là phê, mình đi 3 người, mỗi người 60k, chọn ăn thoả thích nhé, view cao sang chảnh, ngắm cảnh biển từ trên cao đẹp mê hồn luôn nhé, vừa mát vừa ngắm cảnh quá đã rồi",4_all-topic.txt,4519,0,0,0,0,0,0
4483,"Khách sạn 4 sao Phòng ốc mới, sạch sẽ, thoáng, rộng rãi Nhân viên nhiệt tình, phục vụ tốt Buffet sáng vì sau mùa dịch ít khách nên hạn chế món, có thể thông cảm được Giá ở khách sạn mùa này là 500k, 600k 1 đêm phòng superior, nhưng mình book a tốt a giá rẻ hơn Rất hài lòng",4_all-topic.txt,4520,0,0,0,0,0,0
4484,"Đây là đám cưới của anh họ mình Và cũng là lần đầu mình đi đám cưới tại Đồng Khánh Đồng Khánh chuyên về món Hoa nên những món Hoa được nấu tại Đồng Khánh là ngon rồi Cách bày trí và tổ chức tiệc khá sáng tạo, có lẽ cũng do 1 phần ý tưởng của cô dâu chú rể Phục vụ chuyên nghiệp lắm, rót nước và châm đá liên tục, riêng thức ăn thì để khách tự túc Nghe nói 1 bàn tiệc với thực đơn thế này là 3 triệu rưỡi D",4_all-topic.txt,4521,0,0,0,0,0,0
4485,"Ngon lắm , mỗi lần mua đều thấy khách mua rất nhiều, miếng khoai chiên to, giòn, chuối chiên ngon, có sake chiên nữa, miếng sake chiên bằng 1/3 miếng khoai chiên, tất cả đều đồng giá 5000đ. Người mua đông nên phải chờ hơi lâu, mỗi lần mh mua thường 20m, chờ khoảng 15p.",4_all-topic.txt,4522,0,0,0,0,0,0
4486,Cún tôi chết ở phòng khám này .hôm đem tới còn khoẻ nó chữa sao sáng mai gọi đt báo chết rồi . Sợ tới già,4_all-topic.txt,4523,0,0,0,0,0,0
4487,"Cháo trai ngon, so với các quán xung quanh thì rẻ, 15k cả quẩy Chè cx được . Gần chỗ làm Sẽ đặt mua thường xuyên Mà chs chỗ ngon tnay mà ít tương tác thế nhở ? còn tưởng địa điểm ngừng hoạt động rồi Đặt qua now, cũng không biết không gian, vị trí, phục vụ của quán tnao.",4_all-topic.txt,4524,0,0,0,0,0,0
4488,"Hôm nay đặt giao hàng thấy thất vọng quá , đơn hàng có phần cóc ngâm đã hết hạn sử dụng 10 ngày . Mình lỡ ăn rồi bây giờ mới coi hạn sử dụng ...Hơi đau bụng , không biết có sao không nữa",4_all-topic.txt,4525,0,0,0,0,0,0
4489,"Tô 10k mà đầy bun, giá cả sinh viên, ăn cũng khá ngon, còn có cả bánh lọc trong tô thấu nữa. Nói chung khá ok.",4_all-topic.txt,4526,0,0,0,0,0,0
4490,"Cảnh đẹp , không gian lý tưởng. www.sunlegendhoabinh.com . Giá cả hợp lý, đồ ăn ổn. Bạn nào sống ảo các góc lên đây thì ổn. 0981493034 A Long chủ của Sun Legend Hoà Bình , tham gia nhiều dự án ở Đà Bắc . Sunlegend Dabacecolodge",4_all-topic.txt,4527,0,0,0,0,0,0
4491,Mình đã học chuẩn bị là được hơn 1 năm rưỡi. Mình học từ lớp giao tiếp căn bản và giờ đang học lớp IELTS 6a bên ILI. Các thầy cô dạy có động lực nên học cũng nhanh tiến bộ,4_all-topic.txt,4528,0,0,0,0,0,0
4492,mình đặt bàn ở đây lúc 8’30 có mặt .phục vụ và nhân viên ở đây rất tệ .kể cả người được gọi là phó quả n lý ở đây hỏi khách ăn mà nói như quát khách trong khi khách đang xem menu .tại sao 1 nhà hàng lớn mà lại thuê những phục vụ tệ rất tệ như vậy cho khách ngồi chờ 40’ cũng chưa dọn đồ ăn lên,4_all-topic.txt,4529,0,0,0,0,0,0
