,text,location,id,giai_tri,luu_tru,nha_hang,an_uong,van_chuyen,mua_sam
11361,"7 tiếng ngồi xe kinh khủng. Chật chội. Nhân viên không thân thiện cho lắm. Chú lái xe thì dễ thương. Còn tuỳ nhân viên văn phòng, lấy vé thật sự khó chịu với nhà mình. Sẽ không bao giờ đặt vé qua Traveloka để bị đổi xử như vậy. Bị nhồi nhét dưới xe và phải vật vã lắm mới qua nổi 7 tiếng khủng khiếp!",3_vanchuyen.txt,11413,0,0,0,0,0,0
11362,Đi 1 mình nhưng nhờ có thẻ này nên không sợ lạc gì hết.,3_vanchuyen.txt,11414,0,0,0,0,0,0
11363,"Xe sạch sẽ, chạy êm, chọn trạm dừng cũng rất ổn.",3_vanchuyen.txt,11415,0,0,0,0,0,0
11364,Combo tuyệt vời! Lần sau đi nhất định tôi sẽ tiếp tục đặt trên Traveloka!,3_vanchuyen.txt,11416,0,0,0,0,0,0
11365,Ok lắm. Đổi gió hóng mát thay vì chạy xe máy,3_vanchuyen.txt,11417,0,0,0,0,0,0
11366,Trải nghiệm tuyệt vời trên sông Hàn. Thực sự rất đẹp. Cảm ơn Traveloka để mình có trải nghiệm tuyệt vời với giá cả yêu thương.,3_vanchuyen.txt,11418,0,0,0,0,0,0
11367,"MRT tuyệt vời, nhanh, đẹp, có dịp tôi sẽ đặt lại dịch vụ này.",3_vanchuyen.txt,11419,0,0,0,0,0,0
11368,"Nếu đi Sapa từ Hà Nội lần nữa tôi sẽ chọn InterBusLines nhưng nghĩ sẽ chọn giờ buổi sáng sớm đi sẽ thuận tiện hơn là đi giờ trưa, vì mãi đến 21 00 mới đến.",3_vanchuyen.txt,11420,0,0,0,0,0,0
11369,Rất tiện lợi và dễ dàng. Đổi ngay tại Terminal 2.,3_vanchuyen.txt,11421,0,0,0,0,0,0
11370,"Cảnh đẹp, tổ chức hơi lộn xộn, chưa có tiện ích ở bến dừng",3_vanchuyen.txt,11422,0,0,0,0,0,0
11371,Dễ dùng. Xài OK. Mọi thứ đều như quả ng cáo.,3_vanchuyen.txt,11423,0,0,0,0,0,0
11372,Mình chọn tàu Mỹ Xuân để đi ngắm sông Hàn cùng gia đình. Chuyến du ngoạn cực kì hoàn hảo vỉ các bạn rất thân thiện và nhiệt tình phục vụ. Sẽ đặc biệt giới thiệu cho bạn bè.,3_vanchuyen.txt,11424,0,0,0,0,0,0
11373,Thẻ EZ link rất thuận tiện để đi lại bằng các phương tiện công cộng ở đây và giá lại rẻ hơn so với mua vé trực tiếp. Mình đặt mua vé qua Traveloka và xuất trình hoá đơn cho nhân viên quầy và được cấp thẻ ngay lập tức khi đến Changi.,3_vanchuyen.txt,11425,0,0,0,0,0,0
11374,"Cabin xinh, riêng tư, tuy nhiên chỉ có 1 chăn cho 2 người nên hơi nhỏ. Mình có để quên ví trên xe. Rất mang bác tài xế nhặt được và mình đã lấy lại được.",3_vanchuyen.txt,11426,0,0,0,0,0,0
11375,Ưu điểm là giá thành hợp lý và thuận tiện. Nhược điểm là chất lượng xe không được ưng ý.,3_vanchuyen.txt,11427,0,0,0,0,0,0
11376,"Sản phẩm tiện lợi, dễ lấy khi vừa đáp xuống sân bay, dễ nạp tiền và di chuyển được bằng nhiều phương tiện.",3_vanchuyen.txt,11428,0,0,0,0,0,0
11377,"Một chuyến du thuyền nên đi khi đến Đà nẵng . Nên đi chuyến 20 0 – 21 15, Thứ bảy hoặc Chủ nhật để xem Cầu Rồng phun mưa và lửa. Nhờ Traveloka mà mua được giá rẻ. Nhân viên du thuyền Mỹ Xuân nhiệt tình. Vé 100.000 VND mà được 1 dĩa trái cây cho mỗi bàn.",3_vanchuyen.txt,11429,0,0,0,0,0,0
11378,Mua thẻ EZ Link trên Traveloka vừa rẻ hơn mua trực tiếp tại các quầy MRT Station và rất hữu ích cho chuyến đi Singapore của nhà mình.,3_vanchuyen.txt,11430,0,0,0,0,0,0
11379,"Chuyến đi rất tốt, so với thời tiết thì không lạnh như mình nghĩ.",3_vanchuyen.txt,11431,0,0,0,0,0,0
11380,Rất tốt. Tuy nhiên chỉ có 1 cửa hàng trong sân bay hoạt động đến 14 00.,3_vanchuyen.txt,11432,0,0,0,0,0,0
11381,Nhà xe ở Hà Nội quá xa sân bay nên hơi bất tiện khi mình phải tới nhà xe để in vé còn lại thì khá hài lòng với dịch vụ.,3_vanchuyen.txt,11433,0,0,0,0,0,0
11382,Nhân viên hỗ trợ nhiệt tình. Thuyền xuất bến đúng giờ. Dịch vụ tốt có đầy đủ nước và trái cây,3_vanchuyen.txt,11434,0,0,0,0,0,0
11383,"Giường đôi khá rộng rãi, xe có hệ thống âm thanh tự động khá hay nhưng hơi ồn ào 1 tẹo.",3_vanchuyen.txt,11435,0,0,0,0,0,0
11384,"dịch vụ ok nha, có nhân viên gọi điện nhắc nhở hướng dẫn nè",3_vanchuyen.txt,11436,0,0,0,0,0,0
11385,Mình đặt 23 vé người lớn và thanh toán đầy đủ. Khi nhận mã mình có thấy mail thành công rồi. Nhưng khi ra quầy Recommend Changi thì kiểm tra Traveloka chỉ gửi cho mình 16 vé pdf nhưng vẫn tính tiền và hiển thị 23 vé. Mình không còn cách nào khác phải bỏ tiền mua thêm 8 thẻ mới. Kể cả mình và nhân viên đều không biết liên hệ qua kênh nào để giải quyết. Thật là một trải nghiệm đáng tệ khi mới tới Singapore. Chưa chơi đã buồn.,3_vanchuyen.txt,11437,0,0,0,0,0,0
11386,Xe đi thì tốt. Xe về thì hơi cũ và nóng.,3_vanchuyen.txt,11438,0,0,0,0,0,0
11387,"Quầy đổi vé ngay đối diện Paris Baguette, vừa ra cửa lấy hành lý rẽ phải là tới. Bạn đổi voucher rất nhiệt tình.",3_vanchuyen.txt,11439,0,0,0,0,0,0
11388,Tôi rất vui. Chuyến đi này mang lại nhiều kỷ niệm.,3_vanchuyen.txt,11440,0,0,0,0,0,0
11389,"Xe hỏng xạc USB. Hỏi tài xế thì kêu không biết. Nằm trúng giường A9, B9 bị cao hơn so với các giường khác. Còn lại ổn.",3_vanchuyen.txt,11441,0,0,0,0,0,0
11390,Rất nhanh chóng và thuận tiện! Thậm chí bạn có thể nạp thêm tiền ngay tại quầy để di chuyển được nhiều hơn.,3_vanchuyen.txt,11442,0,0,0,0,0,0
11391,Một chuyến khá thú vị. Sẽ tiếp tục sử dụng Traveloka nếu như có nhiều ưu đãi.,3_vanchuyen.txt,11443,0,0,0,0,0,0
11392,"Phụ xe với lái xe nói chuyện như thể khách cần nhà xe lắm, như ngoài chợ. 04 00 xe tới Sapa lại không thông báo cho khách là 05 0 mới được xuống xe. Khách lại hỏi thì mới nói kiểu xồn xồn lên.",3_vanchuyen.txt,11444,0,0,0,0,0,0
11393,"Vé sử dụng OK, thuận tiện và rẻ hơn so với mua trực tiếp.",3_vanchuyen.txt,11445,0,0,0,0,0,0
11394,Traveloka gửi vé điện tử có xác nhận không cần in vé nhưng sau khi mình xếp hàng chờ thì phải quay ngược vào quầy vé để xuất vé thường,3_vanchuyen.txt,11446,0,0,0,0,0,0
11395,Great. Phòng hơi nhỏ cho 2 người nhưng cũng khá ổn.,3_vanchuyen.txt,11447,0,0,0,0,0,0
11396,"Rất tiện, lấy thẻ ngay trước cửa của sân bay có quầy Changi Recommend, nạp thêm 5 SGD là đủ dùng, mình cứ sợ đi nhiều nạp hẳn 10 SGD giờ thừa một nửa.",3_vanchuyen.txt,11448,0,0,0,0,0,0
11397,Mọi thứ tạm ổn nhưng không được đi ra trạm nên thấy hơi chán,3_vanchuyen.txt,11449,0,0,0,0,0,0
11398,Nên mua thẻ EZ Link để tiết kiệm chi phí nên nạp thêm 10 SGD để phục vụ việc di chuyển.,3_vanchuyen.txt,11450,0,0,0,0,0,0
11399,"Thẻ dễ sử dụng, tiện lợi, chi phí khá rẻ. Tuy nhiên hướng dẫn nơi lấy thẻ chưa cụ thể lắm nên đi tìm khá khó khăn.",3_vanchuyen.txt,11451,0,0,0,0,0,0
11400,30k được vậy cũng ok mà nên ít khách lại chút để có ghế thường mọi người đi đôi mà ghế trên tàu là ghế 3 nên một vài đôi phải ngồi trên dưới cứ kì kì với không gian chụp ảnh sống ảo,3_vanchuyen.txt,11452,0,0,0,0,0,0
11401,"Không có rèm che nắng, xe chiều về nắng chiếu hết cả nóng lắm ạ. Nhà xe nên lắp thêm rèm .",3_vanchuyen.txt,11453,0,0,0,0,0,0
11402,Thẻ nhận dễ dàng nhanh chóng ngay gần khu vực check out tại sân bay. Cảm ơn traveloka.,3_vanchuyen.txt,11454,0,0,0,0,0,0
11403,"Ngoài đi xe buýt, tàu điện ngầm, thẻ còn có thể thanh toán được một số cửa hàng ăn uống, mua sắm, và máy bán hàng tự động nữa.",3_vanchuyen.txt,11455,0,0,0,0,0,0
